timestamp,query_name_value,duration_ms,rows_found,current_table_rows_approx
2025-05-27T20:20:51.400927,刘欢,189.89,400,1000000
2025-05-27T20:20:52.661230,朱艳,161.66,115,1000000
2025-05-27T20:20:53.925542,丁斌,160.32,48,1000000
2025-05-27T20:20:55.198811,张莹,192.06,600,1000000
2025-05-27T20:20:56.461032,洪畅,164.63,17,1000000
2025-05-27T20:20:57.722966,田婷婷,160.15,51,1000000
2025-05-27T20:20:58.977515,谢瑜,161.46,60,1000000
2025-05-27T20:21:00.238013,杨玉梅,162.17,215,1000000
2025-05-27T20:21:01.506879,杨春梅,161.30,283,1000000
2025-05-27T20:21:02.774637,田秀兰,164.12,43,1000000
2025-05-27T20:21:04.030774,杨玉梅,161.31,215,1000000
2025-05-27T20:21:05.298054,孙秀梅,164.56,107,1000000
2025-05-27T20:21:06.563310,文桂荣,163.60,11,1000000
2025-05-27T20:21:07.823053,张娟,164.11,554,1000000
2025-05-27T20:21:09.086931,陈秀兰,161.37,374,1000000
2025-05-27T20:21:10.352072,洪畅,161.20,17,1000000
2025-05-27T20:21:11.619840,张东,162.05,545,1000000
2025-05-27T20:21:12.882971,麦波,162.20,4,1000000
2025-05-27T20:21:14.144906,周洁,160.29,161,1000000
2025-05-27T20:21:15.402547,郭淑兰,161.62,92,1000000
2025-05-27T20:21:16.667833,何莉,159.04,91,1000000
2025-05-27T20:21:17.926543,陶红梅,161.46,19,1000000
2025-05-27T20:21:19.185060,杜桂珍,157.99,35,1000000
2025-05-27T20:21:20.448503,荆倩,161.99,1,1000000
2025-05-27T20:21:21.709120,陶红梅,159.54,19,1000000
2025-05-27T20:21:22.967586,周洁,160.82,161,1000000
2025-05-27T20:21:24.230922,朱玉兰,160.06,86,1000000
2025-05-27T20:21:25.484547,姜东,158.40,32,1000000
2025-05-27T20:21:26.752819,陈楠,162.92,392,1000000
2025-05-27T20:21:28.011366,吴玲,159.85,161,1000000
2025-05-27T20:21:29.266047,米波,156.78,4,1000000
2025-05-27T20:21:30.519784,麦波,157.81,4,1000000
2025-05-27T20:21:31.777682,许桂花,158.01,55,1000000
2025-05-27T20:21:33.032118,刘健,158.60,417,1000000
2025-05-27T20:21:34.285926,麦波,158.34,4,1000000
2025-05-27T20:21:35.548375,郑金凤,162.43,71,1000000
2025-05-27T20:21:36.847483,杨淑华,202.59,258,1000000
2025-05-27T20:21:38.155661,李欣,215.97,552,1000000
2025-05-27T20:21:39.418470,洪畅,161.37,17,1000000
2025-05-27T20:21:40.685335,谢瑜,185.74,60,1000000
2025-05-27T20:21:41.937384,朱艳,163.99,115,1000000
2025-05-27T20:21:43.203448,张博,162.52,511,1000000
2025-05-27T20:21:44.458161,陈慧,158.47,332,1000000
2025-05-27T20:21:45.709772,张丽丽,160.96,522,1000000
2025-05-27T20:21:46.971841,王琴,162.40,568,1000000
2025-05-27T20:21:48.235359,朱玉兰,160.01,86,1000000
2025-05-27T20:21:49.491037,杨磊,159.64,268,1000000
2025-05-27T20:21:50.753990,李桂英,163.96,590,1000000
2025-05-27T20:21:52.006450,张娟,160.77,554,1000000
2025-05-27T20:21:53.273093,杜桂珍,162.77,35,1000000
2025-05-27T20:21:54.538596,郑金凤,161.99,71,1000000
2025-05-27T20:21:55.798111,赵伟,160.69,151,1000000
2025-05-27T20:21:57.061990,涂丽娟,158.92,9,1000000
2025-05-27T20:21:58.322622,周洁,158.98,161,1000000
2025-05-27T20:21:59.577811,杨淑华,158.83,258,1000000
2025-05-27T20:22:00.841110,杨桂荣,158.57,255,1000000
2025-05-27T20:22:02.093307,荆倩,157.05,1,1000000
2025-05-27T20:22:03.354888,容丹,161.04,2,1000000
2025-05-27T20:22:04.610831,吴玲,158.28,161,1000000
2025-05-27T20:22:05.872629,杨璐,162.08,230,1000000
2025-05-27T20:22:07.132264,李超,162.01,557,1000000
2025-05-27T20:22:08.398597,麦波,162.54,4,1000000
2025-05-27T20:22:09.656758,苗丽丽,158.05,8,1000000
2025-05-27T20:22:10.925689,刘健,163.06,417,1000000
2025-05-27T20:22:12.187625,张娟,160.05,554,1000000
2025-05-27T20:22:13.449357,王龙,160.47,553,1000000
2025-05-27T20:22:14.709694,赵伟,158.93,151,1000000
2025-05-27T20:22:15.976258,段军,164.99,21,1000000
2025-05-27T20:22:17.231458,萧淑英,163.09,48,1000000
2025-05-27T20:22:18.493059,张静,162.27,520,1000000
2025-05-27T20:22:19.756805,刘健,160.70,417,1000000
2025-05-27T20:22:21.011520,江鹏,160.49,21,1000000
2025-05-27T20:22:22.273801,张博,159.90,511,1000000
2025-05-27T20:22:23.532232,董秀珍,159.90,38,1000000
2025-05-27T20:22:24.799634,李平,170.46,564,1000000
2025-05-27T20:22:26.063581,郭淑兰,162.53,92,1000000
2025-05-27T20:22:27.324787,何莉,163.48,91,1000000
2025-05-27T20:22:28.768111,周洁,330.63,161,1000000
2025-05-27T20:22:30.051166,苏淑英,171.86,32,1000000
2025-05-27T20:22:31.309498,杨磊,160.02,268,1000000
2025-05-27T20:22:32.568842,段军,158.84,21,1000000
2025-05-27T20:22:33.832801,赵伟,159.65,151,1000000
2025-05-27T20:22:35.098918,王畅,163.62,565,1000000
2025-05-27T20:22:36.357500,陈慧,160.58,332,1000000
2025-05-27T20:22:37.619375,熊凯,164.12,26,1000000
2025-05-27T20:22:38.875822,吴玲,161.19,161,1000000
2025-05-27T20:22:40.137501,梁柳,165.07,56,1000000
2025-05-27T20:22:41.400115,李平,161.22,564,1000000
2025-05-27T20:22:42.662365,刘彬,161.61,407,1000000
2025-05-27T20:22:43.919184,刘慧,164.74,403,1000000
2025-05-27T20:22:45.175543,李秀芳,161.22,581,1000000
2025-05-27T20:22:46.442601,苗丽丽,160.28,8,1000000
2025-05-27T20:22:47.707539,丁斌,163.10,48,1000000
2025-05-27T20:22:48.965814,刘欢,163.48,400,1000000
2025-05-27T20:22:50.226650,孟淑华,161.44,13,1000000
2025-05-27T20:22:51.490823,文桂荣,161.23,11,1000000
2025-05-27T20:22:52.753924,张婷婷,164.19,512,1000000
2025-05-27T20:22:54.020119,张静,161.19,520,1000000
2025-05-27T20:22:55.280267,张丽丽,163.99,522,1000000
2025-05-27T20:22:56.534369,刘健,163.97,417,1000000
2025-05-27T20:22:57.789094,唐岩,163.01,61,1000000
2025-05-27T20:22:59.064769,吴阳,177.25,175,1000000
2025-05-27T20:23:00.326709,萧淑英,162.32,48,1000000
2025-05-27T20:23:01.590586,陈秀兰,162.43,374,1000000
2025-05-27T20:23:02.856490,古阳,161.95,5,1000000
2025-05-27T20:23:04.117429,张东,167.05,545,1000000
2025-05-27T20:23:05.383305,刘桂荣,161.10,419,1000000
2025-05-27T20:23:06.645077,苏淑英,163.82,32,1000000
2025-05-27T20:23:07.900895,刘军,161.72,425,1000000
2025-05-27T20:23:09.160347,米波,163.77,4,1000000
2025-05-27T20:23:10.434018,刘晶,170.08,388,1000000
2025-05-27T20:23:11.702856,梁柳,164.01,56,1000000
2025-05-27T20:23:12.967598,洪畅,160.08,17,1000000
2025-05-27T20:23:14.229503,荆倩,163.89,1,1000000
2025-05-27T20:23:15.499607,陈慧,162.18,332,1000000
2025-05-27T20:23:16.758256,郑金凤,166.75,71,1000000
2025-05-27T20:23:18.025180,江鹏,161.84,21,1000000
2025-05-27T20:23:19.281808,郑金凤,159.11,71,1000000
2025-05-27T20:23:20.577115,陈琳,201.02,351,1000000
2025-05-27T20:23:21.834852,苗丽丽,160.91,8,1000000
2025-05-27T20:23:23.109892,陈玉,181.31,330,1000000
2025-05-27T20:23:24.365843,雷亮,162.72,19,1000000
2025-05-27T20:23:25.626768,杨璐,160.47,230,1000000
2025-05-27T20:23:26.933654,李桂英,206.04,590,1000000
2025-05-27T20:23:28.194571,刘彬,164.70,407,1000000
2025-05-27T20:23:29.456215,陈桂芝,160.60,388,1000000
2025-05-27T20:23:30.721716,陈琳,163.10,351,1000000
2025-05-27T20:23:31.985010,张娟,160.34,554,1000000
2025-05-27T20:23:33.240357,傅雪梅,162.24,27,1000000
2025-05-27T20:23:34.502194,刘健,162.96,417,1000000
2025-05-27T20:23:35.781335,张娟,176.50,554,1000000
2025-05-27T20:23:37.029946,王淑珍,170.54,545,1000000
2025-05-27T20:23:38.290577,李秀芳,171.81,581,1000000
2025-05-27T20:23:39.551595,张婷婷,164.01,512,1000000
2025-05-27T20:23:40.811484,李超,161.62,557,1000000
2025-05-27T20:23:42.072657,孙秀梅,159.79,107,1000000
2025-05-27T20:23:43.334205,陈阳,171.50,373,1000000
2025-05-27T20:23:44.597734,姜东,164.79,32,1000000
2025-05-27T20:23:45.853813,李欣,161.02,552,1000000
2025-05-27T20:23:47.121564,刘慧,163.74,403,1000000
2025-05-27T20:23:48.366899,陈慧,165.55,332,1000000
2025-05-27T20:23:49.631298,田秀兰,162.82,43,1000000
2025-05-27T20:23:50.888525,张丽丽,163.98,522,1000000
2025-05-27T20:23:52.153709,熊凯,159.19,26,1000000
2025-05-27T20:23:53.413269,李春梅,160.95,531,1000000
2025-05-27T20:23:54.669014,郭波,162.90,76,1000000
2025-05-27T20:23:55.922538,朱玉兰,161.19,86,1000000
2025-05-27T20:23:57.181226,刘桂荣,161.15,419,1000000
2025-05-27T20:23:58.444970,许桂花,161.62,55,1000000
2025-05-27T20:23:59.710621,苏淑英,164.71,32,1000000
2025-05-27T20:24:00.958465,唐岩,161.05,61,1000000
2025-05-27T20:24:02.216917,李超,172.43,557,1000000
2025-05-27T20:24:03.481503,吴莉,163.55,156,1000000
2025-05-27T20:24:04.742540,董秀珍,166.19,38,1000000
2025-05-27T20:24:06.006827,王畅,165.74,565,1000000
2025-05-27T20:24:07.265778,李欣,161.84,552,1000000
2025-05-27T20:24:08.525973,王刚,163.44,606,1000000
2025-05-27T20:24:09.769775,聂博,164.46,14,1000000
2025-05-27T20:24:11.036015,熊凯,160.95,26,1000000
2025-05-27T20:24:12.298714,张博,161.60,511,1000000
2025-05-27T20:24:13.555803,王淑珍,160.90,545,1000000
2025-05-27T20:24:14.818362,杨磊,159.08,268,1000000
2025-05-27T20:24:16.081353,王刚,157.75,606,1000000
2025-05-27T20:24:17.345268,孙秀梅,164.21,107,1000000
2025-05-27T20:24:18.605766,杨红梅,159.71,239,1000000
2025-05-27T20:24:19.865449,陶红梅,159.43,19,1000000
2025-05-27T20:24:21.124859,陈楠,158.50,392,1000000
2025-05-27T20:24:22.391723,郭波,162.92,76,1000000
2025-05-27T20:24:23.651173,熊凯,156.99,26,1000000
2025-05-27T20:24:24.908570,邓建平,156.07,51,1000000
2025-05-27T20:24:26.168648,梁柳,164.63,56,1000000
2025-05-27T20:24:27.428539,荆倩,157.28,1,1000000
2025-05-27T20:24:28.694100,刘晶,160.79,388,1000000
2025-05-27T20:24:29.945406,钱华,157.25,15,1000000
2025-05-27T20:24:31.207523,杨璐,160.36,230,1000000
2025-05-27T20:24:32.471270,师兰英,163.96,7,1000000
2025-05-27T20:24:33.734689,许桂花,159.61,55,1000000
2025-05-27T20:24:34.996755,姜东,163.44,32,1000000
2025-05-27T20:24:36.260574,王龙,163.33,553,1000000
2025-05-27T20:24:37.523853,王龙,163.61,553,1000000
2025-05-27T20:24:38.782305,文桂荣,159.23,11,1000000
2025-05-27T20:24:40.044527,陈楠,163.72,392,1000000
2025-05-27T20:24:41.305859,张莹,162.31,600,1000000
2025-05-27T20:24:42.567700,杨玉梅,161.22,215,1000000
2025-05-27T20:24:43.829425,郭淑兰,161.34,92,1000000
2025-05-27T20:24:45.095177,李秀芳,160.12,581,1000000
2025-05-27T20:24:46.348275,冯涛,162.27,50,1000000
2025-05-27T20:24:47.614825,王刚,165.43,606,1000000
2025-05-27T20:24:48.872068,张丽丽,163.93,522,1000000
2025-05-27T20:24:50.132526,陈玉,163.39,330,1000000
2025-05-27T20:24:51.398489,陈勇,166.24,328,1000000
2025-05-27T20:24:52.667166,赵伟,165.69,151,1000000
2025-05-27T20:24:53.927645,陶红梅,157.95,19,1000000
2025-05-27T20:24:55.192958,许桂花,162.33,55,1000000
2025-05-27T20:24:56.447124,段秀梅,158.71,25,1000000
2025-05-27T20:24:57.712135,高玉英,164.59,74,1000000
2025-05-27T20:24:58.964509,师兰英,157.54,7,1000000
2025-05-27T20:25:00.231579,吴玲,164.06,161,1000000
2025-05-27T20:25:01.489288,郑金凤,161.35,71,1000000
2025-05-27T20:25:02.757448,张娟,166.65,554,1000000
2025-05-27T20:25:04.018128,刘晶,159.53,388,1000000
2025-05-27T20:25:05.283025,陈凤英,164.43,355,1000000
2025-05-27T20:25:06.545011,李秀芳,163.00,581,1000000
2025-05-27T20:25:07.809070,萧淑英,161.68,48,1000000
2025-05-27T20:25:09.074615,刘晶,161.53,388,1000000
2025-05-27T20:25:10.339600,张畅,163.54,524,1000000
2025-05-27T20:25:11.596091,冯涛,163.38,50,1000000
2025-05-27T20:25:12.857163,张莹,160.95,600,1000000
2025-05-27T20:25:14.111085,唐岩,160.70,61,1000000
2025-05-27T20:25:15.371745,张静,162.37,520,1000000
2025-05-27T20:25:16.632644,熊凯,161.60,26,1000000
2025-05-27T20:25:17.894971,丁斌,162.87,48,1000000
2025-05-27T20:25:19.154576,唐岩,162.50,61,1000000
2025-05-27T20:25:20.414574,高玉英,162.62,74,1000000
2025-05-27T20:25:21.675258,陈慧,161.51,332,1000000
2025-05-27T20:25:22.930424,傅雪梅,162.85,27,1000000
2025-05-27T20:25:24.191178,萧淑英,159.84,48,1000000
2025-05-27T20:25:25.450115,刘晶,160.93,388,1000000
2025-05-27T20:25:26.718549,王淑珍,169.96,545,1000000
2025-05-27T20:25:27.980378,刘彬,164.52,407,1000000
2025-05-27T20:25:29.240674,杨红梅,162.28,239,1000000
2025-05-27T20:25:30.504430,赵伟,164.09,151,1000000
2025-05-27T20:25:31.771315,陈勇,163.07,328,1000000
2025-05-27T20:25:33.032152,朱鹏,164.42,100,1000000
2025-05-27T20:25:34.296874,杜桂珍,164.13,35,1000000
2025-05-27T20:25:35.557793,张婷婷,163.01,512,1000000
2025-05-27T20:25:36.816533,朱鹏,161.34,100,1000000
2025-05-27T20:25:38.077886,麦波,164.29,4,1000000
2025-05-27T20:25:39.334847,唐岩,159.44,61,1000000
2025-05-27T20:25:40.589518,陈楠,161.69,392,1000000
2025-05-27T20:25:41.843297,钱华,160.17,15,1000000
2025-05-27T20:25:43.106083,吴玲,169.55,161,1000000
2025-05-27T20:25:44.363568,丁斌,161.44,48,1000000
2025-05-27T20:25:45.621516,苗丽丽,158.99,8,1000000
2025-05-27T20:25:46.881456,刘晶,163.40,388,1000000
2025-05-27T20:25:48.136789,杜桂珍,161.35,35,1000000
2025-05-27T20:25:49.399693,郑帅,164.25,77,1000000
2025-05-27T20:25:50.659567,陈玉,161.38,330,1000000
2025-05-27T20:25:51.923087,杨璐,165.54,230,1000000
2025-05-27T20:25:53.184454,高玉英,164.17,74,1000000
2025-05-27T20:25:54.442862,杨淑华,163.10,258,1000000
2025-05-27T20:25:55.708194,丁斌,163.48,48,1000000
2025-05-27T20:25:56.975396,陈楠,165.67,392,1000000
2025-05-27T20:25:58.243545,段军,164.14,21,1000000
2025-05-27T20:25:59.505357,刘军,159.38,425,1000000
2025-05-27T20:26:00.770676,王龙,164.78,553,1000000
2025-05-27T20:26:02.037752,谢瑜,163.26,60,1000000
2025-05-27T20:26:03.299640,郭波,164.63,76,1000000
2025-05-27T20:26:04.564597,孟淑华,162.26,13,1000000
2025-05-27T20:26:05.826245,周洁,162.27,161,1000000
2025-05-27T20:26:07.089151,陈桂芝,164.13,388,1000000
2025-05-27T20:26:08.354438,许桂花,161.83,55,1000000
2025-05-27T20:26:09.613777,王龙,162.79,553,1000000
2025-05-27T20:26:10.878115,朱艳,162.37,115,1000000
2025-05-27T20:26:12.139651,刘欢,160.80,400,1000000
2025-05-27T20:26:13.396293,刘晶,163.59,388,1000000
2025-05-27T20:26:14.654969,傅雪梅,158.52,27,1000000
2025-05-27T20:26:15.917931,张东,160.11,545,1000000
2025-05-27T20:26:17.178135,刘晶,165.75,388,1000000
2025-05-27T20:26:18.441568,王淑珍,163.99,545,1000000
2025-05-27T20:26:19.706994,许淑珍,164.71,48,1000000
2025-05-27T20:26:20.971116,刘慧,161.90,403,1000000
2025-05-27T20:26:22.231679,容丹,163.01,2,1000000
2025-05-27T20:26:23.493709,熊凯,160.92,26,1000000
2025-05-27T20:26:24.753383,米波,161.95,4,1000000
2025-05-27T20:26:26.011399,段秀梅,163.84,25,1000000
2025-05-27T20:26:27.266935,吴阳,161.48,175,1000000
2025-05-27T20:26:28.524716,段军,159.20,21,1000000
2025-05-27T20:26:29.790599,张东,163.14,545,1000000
2025-05-27T20:26:31.046176,陈凤英,162.54,355,1000000
2025-05-27T20:26:32.311474,文桂荣,161.87,11,1000000
2025-05-27T20:26:33.569421,杨璐,159.85,230,1000000
2025-05-27T20:26:34.829941,刘欢,163.34,400,1000000
2025-05-27T20:26:36.090830,杜桂珍,159.56,35,1000000
2025-05-27T20:26:37.347118,王畅,160.29,565,1000000
2025-05-27T20:26:38.604637,李春梅,159.66,531,1000000
2025-05-27T20:26:39.862259,陈凤英,158.85,355,1000000
2025-05-27T20:26:41.121725,李平,162.02,564,1000000
2025-05-27T20:26:42.379464,朱艳,160.16,115,1000000
2025-05-27T20:26:43.640849,王琴,161.36,568,1000000
2025-05-27T20:26:44.899077,杨璐,162.09,230,1000000
2025-05-27T20:26:46.155153,吴玲,161.71,161,1000000
2025-05-27T20:26:47.416555,熊凯,163.26,26,1000000
2025-05-27T20:26:48.669888,陶红梅,162.88,19,1000000
2025-05-27T20:26:49.924170,董秀珍,157.27,38,1000000
2025-05-27T20:26:51.181873,郑金凤,162.40,71,1000000
2025-05-27T20:26:52.444980,田婷婷,160.59,51,1000000
2025-05-27T20:26:53.711517,王刚,166.62,606,1000000
2025-05-27T20:26:54.963582,张畅,162.57,524,1000000
2025-05-27T20:26:56.222361,杜桂珍,162.74,35,1000000
2025-05-27T20:26:57.479682,梁柳,159.68,56,1000000
2025-05-27T20:26:58.737491,刘桂荣,163.36,419,1000000
2025-05-27T20:26:59.991830,袁峰,158.95,42,1000000
2025-05-27T20:27:01.251332,杨淑华,161.02,258,1000000
2025-05-27T20:27:02.507657,刘彬,161.48,407,1000000
2025-05-27T20:27:03.764510,杨磊,164.09,268,1000000
2025-05-27T20:27:05.021397,朱艳,160.41,115,1000000
2025-05-27T20:27:06.278536,黄玲,162.01,184,1000000
2025-05-27T20:27:07.544302,朱玉兰,160.48,86,1000000
2025-05-27T20:27:08.802860,王龙,159.99,553,1000000
2025-05-27T20:27:10.060550,孙秀梅,160.73,107,1000000
2025-05-27T20:27:11.322836,杜桂珍,164.69,35,1000000
2025-05-27T20:27:12.584753,杨红梅,162.87,239,1000000
2025-05-27T20:27:13.847087,李超,163.29,557,1000000
2025-05-27T20:27:15.115321,米波,163.39,4,1000000
2025-05-27T20:27:16.372172,李桂英,160.49,590,1000000
2025-05-27T20:27:17.638232,杨磊,167.90,268,1000000
2025-05-27T20:27:18.897597,萧淑英,165.61,48,1000000
2025-05-27T20:27:20.167001,张娟,164.78,554,1000000
2025-05-27T20:27:21.427485,吴阳,159.66,175,1000000
2025-05-27T20:27:22.695950,王琴,166.63,568,1000000
2025-05-27T20:27:23.953514,刘彬,160.06,407,1000000
2025-05-27T20:27:25.217736,周洁,166.52,161,1000000
2025-05-27T20:27:26.474607,王琴,162.20,568,1000000
2025-05-27T20:27:27.738626,王刚,161.07,606,1000000
2025-05-27T20:27:29.001255,董秀珍,166.19,38,1000000
2025-05-27T20:27:30.258207,熊凯,157.94,26,1000000
2025-05-27T20:27:31.524772,袁峰,161.63,42,1000000
2025-05-27T20:27:32.778964,谢瑜,160.85,60,1000000
2025-05-27T20:27:34.043183,段秀梅,160.27,25,1000000
2025-05-27T20:27:35.304294,张静,162.96,520,1000000
2025-05-27T20:27:36.565643,吴玲,162.69,161,1000000
2025-05-27T20:27:37.829594,贺志强,158.52,23,1000000
2025-05-27T20:27:39.084057,郑金凤,159.75,71,1000000
2025-05-27T20:27:40.343609,杨玉梅,163.49,215,1000000
2025-05-27T20:27:41.606513,杨春梅,161.16,283,1000000
2025-05-27T20:27:42.871856,麦波,161.86,4,1000000
2025-05-27T20:27:44.134224,涂丽娟,159.03,9,1000000
2025-05-27T20:27:45.393571,张畅,161.17,524,1000000
2025-05-27T20:27:46.647282,张博,163.15,511,1000000
2025-05-27T20:27:47.914798,杨淑华,161.68,258,1000000
2025-05-27T20:27:49.185077,姜东,168.02,32,1000000
2025-05-27T20:27:50.444166,许淑珍,163.74,48,1000000
2025-05-27T20:27:51.697285,文桂荣,161.87,11,1000000
2025-05-27T20:27:52.995420,张东,206.43,545,1000000
